Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
GOGEBICCOUNTYMI.GOV,County,Non-Federal Agency,Gogebic County,Bessemer,MI,(blank)
GOLIADCOUNTYTX.GOV,County,Non-Federal Agency,Goliad County,Goliad,TX,ajanca@goliadcountytx.gov
GOODHUECOUNTYMN.GOV,County,Non-Federal Agency,"Goodhue County, MN",Red Wing,MN,gc_it@co.goodhue.mn.us
GRADYCOUNTYGA.GOV,County,Non-Federal Agency,Grady County Board of Commissioners,Cairo,GA,bjohnson@gradyco.org
GRAFTONCOUNTYNH.GOV,County,Non-Federal Agency,Grafton County,North Haverhill,NH,ewargo@sns.com
GRAINGERCOUNTYTN.GOV,County,Non-Federal Agency,Grainger County Sherriff Office,Rutledge,TN,(blank)
GRANTCOUNTY-OR.GOV,County,Non-Federal Agency,Grant County Court,Canyon City,OR,(blank)
GRANTCOUNTYNE.GOV,County,Non-Federal Agency,Grant County,Hyannis,NE,support@appliedconnective.com
GRANTCOUNTYNM.GOV,County,Non-Federal Agency,Grant County,Silver City,NM,abaca@grantcountynm.gov
GRANTCOUNTYWA.GOV,County,Non-Federal Agency,Grant County,Ephrata,WA,gcts@grantcountywa.gov
GRAVESCOUNTYKY.GOV,County,Non-Federal Agency,Graves County Fiscal Court,Mayfield,KY,judgejperry@hotmail.com
GRAYSONCOUNTYKY.GOV,County,Non-Federal Agency,Grayson County Judge Executive ,Leitchfield,KY,emmettdesignsllc@gmail.com
GRAYSONCOUNTYVA.GOV,County,Non-Federal Agency,Grayson County,Independence,VA,(blank)
GREELEYCOUNTYNE.GOV,County,Non-Federal Agency,Greeley County,Greeley,NE,support@appliedconnective.com
GREENECOUNTYGA.GOV,County,Non-Federal Agency,Greene County Board of Commissioners,Greensboro,GA,support@greenecountyga.gov
GREENECOUNTYMO.GOV,County,Non-Federal Agency,"Greene County, MO",Springfield,MO,mpeck@greenecountymo.gov
GREENECOUNTYMS.GOV,County,Non-Federal Agency,Greene County MS Board of Supervisors,Leaksville,MS,security@greenecountyms.gov
GREENECOUNTYNC.GOV,County,Non-Federal Agency,County of Greene,Snow Hill,NC,(blank)
GREENECOUNTYNY.GOV,County,Non-Federal Agency,Greene County,Catskill,NY,IT@discovergreene.com
GREENECOUNTYOHIO.GOV,County,Non-Federal Agency,Greene County Data Processing,Xenia,OH,midge.fletcher@greenecountyohio.gov
GREENECOUNTYTN.GOV,County,Non-Federal Agency,Greene County,Greeneville,TN,cphilbeck@greeneville.com
GREENECOUNTYTNSHERIFFSDEPT.GOV,County,Non-Federal Agency,Greene County Sheriff's Department,Greeneville,TN,bkiker@greenetnso.org
GREENECOUNTYVA.GOV,County,Non-Federal Agency,County of Greene,Stanardsville,VA,(blank)
GREENLAKECOUNTYWI.GOV,County,Non-Federal Agency,Green Lake County,Green Lake,WI,support@co.green-lake.wi.us
GREENMCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,(blank)
GREENMCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,(blank)
GREENSVILLECOUNTYVA.GOV,County,Non-Federal Agency,County of Greensville,Emporia,VA,(blank)
GREENUPCOUNTYKY.GOV,County,Non-Federal Agency,County of Greenup,Greenup,KY,(blank)
GREENVILLECOUNTYSC.GOV,County,Non-Federal Agency,County of Greenville,Greenville,SC,netadmins@greenvillecounty.org
GREENWOODCOUNTY-SC.GOV,County,Non-Federal Agency,Greenwood County,Greenwood,SC,(blank)
GREENWOODSC.GOV,County,Non-Federal Agency,Greenwood County,Greenwood,SC,ssprouse@greenwoodsc.gov
GRIGGSCOUNTYND.GOV,County,Non-Federal Agency,State of ND,Bismarck,ND,itsecur@nd.gov
GRIMESCOUNTYTEXAS.GOV,County,Non-Federal Agency,Grimes County,Anderson,TX,gregg.cannon@grimescountytexas.gov
GRUNDYCOUNTYIL.GOV,County,Non-Federal Agency,Grundy County IL,Morris,IL,securityreports@grundyco.org
GRUNDYCOUNTYIOWA.GOV,County,Non-Federal Agency,Grundy County,Grundy Center,IA,security@grundycountyiowa.gov
GTCOUNTYMI.GOV,County,Non-Federal Agency,Grand Traverse County,Traverse City,MI,support@gtcountymi.gov
GUERNSEYCOUNTY.GOV,County,Non-Federal Agency,Guernsey County Local Government,Cambridge,OH,kmathews@guernseycounty.org
GUILFORDCOUNTYNC.GOV,County,Non-Federal Agency,Guilford County,Greensboro,NC,ISSecurityTeam@guilfordcountync.gov
GULFCOUNTY-FL.GOV,County,Non-Federal Agency,Gulf County Board of County Commissioners,Port St. Joe,FL,(blank)
GUTHRIECOUNTY.GOV,County,Non-Federal Agency,"Guthrie County, Iowa",Guthrie Center,IA,abuse@guthriecounty.gov
GWINNETTCOUNTY.GOV,County,Non-Federal Agency,Gwinnett County Board of Commissioners,Lawrenceville,GA,matthew.puckett@gwinnettcounty.com
GWINNETTCOUNTYGA.GOV,County,Non-Federal Agency,Gwinnett County Board of Commissioners,Lawrenceville,GA,(blank)
HABERSHAMCOUNTY-GA.GOV,County,Non-Federal Agency,Habersham County,Clarkesville,GA,itsupport@habershamcounty-ga.net
HAINESALASKA.GOV,County,Non-Federal Agency,Haines Borough,Haines,AK,(blank)
HALIFAXCOUNTYVA.GOV,County,Non-Federal Agency,Halifax County,Halifax,VA,scj@co.halifax.va.us
HALLCOUNTYGA.GOV,County,Non-Federal Agency,Hall County Board of Commissioners,Gainesville,GA,dcsexton@hallcounty.org
HALLCOUNTYNE.GOV,County,Non-Federal Agency,Hall County,Grand Island,NE,(blank)
HAMBLENCOUNTYTN.GOV,County,Non-Federal Agency,"Hamblen County, TN Government",Morristown,TN,(blank)
HAMILTONCOUNTYIL.GOV,County,Non-Federal Agency,Hamilton County,McLeansboro,IL,(blank)
HAMILTONCOUNTYNY.GOV,County,Non-Federal Agency,Hamilton County,Lake Pleasent,NY,(blank)
HAMILTONCOUNTYOHIO.GOV,County,Non-Federal Agency,Hamilton County Telecommunications,Cincinnati,OH,(blank)
HAMILTONTN.GOV,County,Non-Federal Agency,Hamilton County I.T.,Chattanooga,TN,(blank)
HAMILTONVOTESFL.GOV,County,Non-Federal Agency,Hamilton County Supervisor of Elections,Jasper,FL,elect@hamiltonvotes.com
HANCOCKCOUNTY-IL.GOV,County,Non-Federal Agency,Hancock County Board,Carthage,IL,(blank)
HANCOCKCOUNTYGA.GOV,County,Non-Federal Agency,Hancock County Board of Commissioners,Sparta,GA,jwalls@hancockcountyga.gov
HANCOCKCOUNTYIA.GOV,County,Non-Federal Agency,Hancock County Iowa,Garner,IA,hcch@ngtnet.net
HANCOCKCOUNTYMAINE.GOV,County,Non-Federal Agency,Hancock County,Ellsworth,ME,chuck.carter@co.hancock.me.us
HANCOCKCOUNTYOHIOELECTIONS.GOV,County,Non-Federal Agency,Hancock County Board of Elections,Findlay,OH,bdelections@co.hancock.oh.us
HANCOCKCOUNTYWV.GOV,County,Non-Federal Agency,"Hancock County, West Virginia",New Cumberland,WV,admin@hanwv.org
HANCOCKIN.GOV,County,Non-Federal Agency,Hancock County Government,Greenfield,IN,kav@hancockcoingov.org
HANOVER.GOV,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
HANOVERCOUNTY.GOV,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
HANOVERCOUNTYVA.GOV,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
HARALSONCOUNTYGA.GOV,County,Non-Federal Agency,Haralson County Commissioner,Buchanan,GA,hcit@haralsoncountyga.gov
HARDEECOUNTYFL.GOV,County,Non-Federal Agency,Hardee County BOCC,Wauchula,FL,bryan.mccall@hardeecounty.net
HARDINCOUNTYIA.GOV,County,Non-Federal Agency,Hardin County,Eldora,IA,it@hardincountyia.gov
HARDINCOUNTYIL.GOV,County,Non-Federal Agency,Hardin County,Elizabeth,IL,HC.SECURITY@hardincountyil.gov
HARDINCOUNTYKY.GOV,County,Non-Federal Agency,Hardin County Government,Elizabethtown,KY,dmarc@hcky.org
HARDINCOUNTYOHIO.GOV,County,Non-Federal Agency,Hardin County,Kenton,OH,(blank)
HARFORDCOUNTYMD.GOV,County,Non-Federal Agency,Harford County Government,Bel Air,MD,(blank)
HARNEYCOUNTYOR.GOV,County,Non-Federal Agency,Harney County,Burns,OR,info@designjourneys.com
HARPERCOUNTYKS.GOV,County,Non-Federal Agency,Harper County Kansas,Anthony,KS,Security@HarperCountyKS.gov
HARRISCOUNTYGA.GOV,County,Non-Federal Agency,Harris County Commissioners,Hamilton,GA,asantiago@harriscountyga.gov
HARRISCOUNTYTX.GOV,County,Non-Federal Agency,Harris County Information Technology Center,Houston,TX,(blank)
HARRISONCOUNTYMS.GOV,County,Non-Federal Agency,Harrison County Board of Supervisors,Gulfport,MS,helpdesk@co.harrison.ms.us
HARRISONCOUNTYMSCHANCERYCLERK.GOV,County,Non-Federal Agency,Harrison County Chancery Clerk,Gulfport,MS,(blank)
HARRISONCOUNTYWV.GOV,County,Non-Federal Agency,Harrison County Commission,Clarksburg,WV,bhayes@harrisoncountywv.gov
HARTCOUNTYGA.GOV,County,Non-Federal Agency,Hart County Georgia,Hartwell,GA,security@hartcountyga.gov
HARTLEYCOUNTYTX.GOV,County,Non-Federal Agency,Hartley County,Channing,TX,ronnie.gordon@co.hartley.tx.us
HAWAIICOUNTY.GOV,County,Non-Federal Agency,County of Hawaii,Hilo,HI,(blank)
HAWKINSCOUNTYTN.GOV,County,Non-Federal Agency,Hawkins County TN,Rogersville,TN,(blank)
HAYWOODCOUNTYNC.GOV,County,Non-Federal Agency,Haywood County NC,Waynesville,NC,(blank)
HCDATN.GOV,County,Non-Federal Agency,Office of District Attorney,Chattanooga,TN,NetStaff@HamiltonTN.gov
HCNH.GOV,County,Non-Federal Agency,Hillsborough County,Goffstown,NH,helpdesk@hcnh.org
HCSHERIFF.GOV,County,Non-Federal Agency,County of Hamilton Sherriff,Chattanooga,TN,(blank)
HEALTH-ASHLANDCOUNTY-OH.GOV,County,Non-Federal Agency,Ashland County Health Department,Ashland,OH,servers@coblentztechnology.com
HENDERSONCOUNTYIL.GOV,County,Non-Federal Agency,Henderson County,Oquawka,IL,john@aomegapcs.com
HENDERSONCOUNTYNC.GOV,County,Non-Federal Agency,Henderson County,Hendersonville,NC,(blank)
HENDERSONCOUNTYTN.GOV,County,Non-Federal Agency,Henderson County Government,Lexington,TN,Bettinawebbhctn@gmail.com
HENNEPINCOUNTY.GOV,County,Non-Federal Agency,Hennepin County,Minneapolis,MN,IT.SecOps@hennepin.us
HENRYCOUNTYGA.GOV,County,Non-Federal Agency,Henry County Government,McDonough,GA,Securityinfo@co.henry.ga.us
HENRYCOUNTYOHIO.GOV,County,Non-Federal Agency,Henry County Commissioners,Napoleon,OH,noc@bright.net
HENRYCOUNTYSHERIFFGA.GOV,County,Non-Federal Agency,Henry County Government,McDonough,GA,Securityinfo@co.henry.ga.us
HENRYCOUNTYVA.GOV,County,Non-Federal Agency,County of Henry,Martinsville,VA,(blank)
HENRYCTYIL.GOV,County,Non-Federal Agency,Henry County Government,Cambridge,IL,rrathjen@henrycty.com
HENRYVILASZOO.GOV,County,Non-Federal Agency,Dane County,Madison,WI,Olson@countyofdane.com
HERKIMERCOUNTYNY.GOV,County,Non-Federal Agency,Herkimer County,Herkimer,NY,mtesta@herkimercounty.org
HERNANDOVOTES.GOV,County,Non-Federal Agency,Hernando County Supervisor of Elections,Brooksville,FL,HernandoElectionsIT@hernandovotes.gov
HERTFORDCOUNTYNC.GOV,County,Non-Federal Agency,Hertford County,Winton,NC,(blank)
HIGHLANDSCLERKFL.GOV,County,Non-Federal Agency,Clerk of Circuit Court & Comptroller,Sebring,FL,itsecurity@hcclerk.org
HIGHLANDSFL.GOV,County,Non-Federal Agency,Highlands County Board of County Commissioners,Sebring,FL,itsecurity@hcclerk.org
HILLSDALECOUNTY.GOV,County,Non-Federal Agency,Hillsdale County,Hillsdale,MI,postmaster@co.hillsdale.mi.us
HODGEMAN.GOV,County,Non-Federal Agency,Hodgeman County Kansas,Jetmore,KS,general@gilmoresolutions.com
HOLMESELECTIONSFL.GOV,County,Non-Federal Agency,Supervisor of Elections,BONIFAY,FL,barbara@holmeselections.com
HOLTCOUNTYNE.GOV,County,Non-Federal Agency,Holt County,O'Neill,NE,eknott@appliedconnective.com
HOODCOUNTYTX.GOV,County,Non-Federal Agency,Hood County Texas,Granbury,TX,(blank)
HOODRIVERCOUNTY.GOV,County,Non-Federal Agency,Hood River County,Hood River,OR,tony.clark@co.hood-river.or.us
HORRYCOUNTYSC.GOV,County,Non-Federal Agency,Horry County Government,Conway,SC,floyd.robert@horrycountysc.gov
HOUSTONCOUNTYAL.GOV,County,Non-Federal Agency,Houston County Commission,Dothan,AL,security@houstoncounty.org
HOWARDCOUNTYIN.GOV,County,Non-Federal Agency,Howard County,Kokomo,IN,(blank)
HOWARDCOUNTYMARYLAND.GOV,County,Non-Federal Agency,Howard County Government,Ellicott City,MD,jbruns@howardcountymd.gov
HOWARDCOUNTYMD.GOV,County,Non-Federal Agency,Howard County Maryland Government,Ellicott City,MD,jbruns@howardcountymd.gov
HOWARDCOUNTYNE.GOV,County,Non-Federal Agency,Howard County ,St Paul,NE,info@cormsp.com
HOWARDCOUNTYSHERIFFMO.GOV,County,Non-Federal Agency,Howard County Sheriff's Office,Fayette,MO,jorge@icstechllc.com
HOWARDCOUNTYTX.GOV,County,Non-Federal Agency,Howard County Texas,Big Spring,TX,(blank)
HOWELLCOUNTYMO911.GOV,County,Non-Federal Agency,Howell County 911 Emergency Services,West Plains,MO,support@strongholddata.com
HUMBOLDTCOUNTYNV.GOV,County,Non-Federal Agency,Humboldt County,Winnemucca,NV,tsd@humboldtcountynv.gov
HUMPHREYSCOUNTYTN.GOV,County,Non-Federal Agency,Humphreys County Government,Waverly,TN,networksupport@localgovcorp.com
HURONCOUNTY-OH.GOV,County,Non-Federal Agency,Huron County Commissioners,Norwalk,OH,(blank)
HYDECOUNTYNC.GOV,County,Non-Federal Agency,Hyde County Local Govt.,Swanquarter,NC,dshumate@hydecountync.gov
INDIANACOUNTYPA.GOV,County,Non-Federal Agency,County of Indiana,Indiana,PA,(blank)
INDIANRIVER.GOV,County,Non-Federal Agency,Indian River County Board of County Commissioners,Vero Beach,FL,helpdesk@ircgov.com
INGHAMCOUNTYMI.GOV,County,Non-Federal Agency,County of Ingham,Mason,MI,hmiller@ingham.org
IREDELLCOUNTYNC.GOV,County,Non-Federal Agency,Iredell County,Statesville,NC,ITSecurityTeam@co.iredell.nc.us
IRONCOUNTYMO.GOV,County,Non-Federal Agency,"Iron County, Missouri",Ironton,MO,ron@arcadiavalleycommunications.com
IROQUOISCOUNTYIL.GOV,County,Non-Federal Agency,Iroquois County,Watseka,IL,jjohnson@co.iroquois.il.us
ISLANDCOUNTYWA.GOV,County,Non-Federal Agency,Island County Government,Coupeville,WA,webmaster@islandcountywa.gov
ISSAQUENACOUNTYMS.GOV,County,Non-Federal Agency,Issaquena County Board of Supervisors,Mayersville,MS,teamwelch@bcianswers.com
ITASCACOUNTYMN.GOV,County,Non-Federal Agency,Itasca County MN,Grand Rapids,MN,joshua.nelson@co.itasca.mn.us
JACKSONCOGA.GOV,County,Non-Federal Agency,Jackson County Board of Commissioners,Jefferson,GA,(blank)
JACKSONCOUNTY-IL.GOV,County,Non-Federal Agency,"Jackson County, Illinois",Murphysboro,IL,jhbarringer@jacksoncounty-il.gov
JACKSONCOUNTYAL.GOV,County,Non-Federal Agency,Jackson County Commission,Scottsboro,AL,(blank)
JACKSONCOUNTYCO.GOV,County,Non-Federal Agency,Jackson County,Walden,CO,(blank)
JACKSONCOUNTYFL.GOV,County,Non-Federal Agency,Jackson County Board of County Commissioners,Marianna,FL,jstackowicz@jacksoncountyfl.com
JACKSONCOUNTYOR.GOV,County,Non-Federal Agency,Jackson County Oregon,Medford,OR,abuse@jacksoncounty.org
JACKSONCOUNTYWI.GOV,County,Non-Federal Agency,Jackson County ,Black River Falls,WI,itsupport@co.jackson.wi.us
JAMESCITYCOUNTYVA.GOV,County,Non-Federal Agency,James City County,Williamsburg,VA,(blank)
JASPERCOUNTYIN.GOV,County,Non-Federal Agency,Jasper County Government,Rensselaer,IN,(blank)
JASPERCOUNTYMO.GOV,County,Non-Federal Agency,Jasper County Missouri,Carthage,MO,support@midwest-it.com
JASPERCOUNTYMOPA.GOV,County,Non-Federal Agency,Jasper County Missouri,Carthage,MO,support@midwest-it.com
JASPERCOUNTYSC.GOV,County,Non-Federal Agency,Jasper County,Ridgeland,SC,(blank)
JCRHCDWY.GOV,County,Non-Federal Agency,Johnson County Rural Health Care District,Buffalo,WY,dtssoc@digeteks.com
JEFFDAVISCOUNTYGA.GOV,County,Non-Federal Agency,Jeff Davis County Board Of Commissioners,Hazlehurst,GA,admin@southerntechpartners.net
JEFFERSONCOUNTY-MT.GOV,County,Non-Federal Agency,Jefferson County,Boulder,MT,cbullis@jeffersoncounty-mt.gov
JEFFERSONCOUNTYAR.GOV,County,Non-Federal Agency,Jefferson County,Pine Bluff,AR,(blank)
JEFFERSONCOUNTYARCOURTS.GOV,County,Non-Federal Agency,Jefferson County Circuit Courts,Pine Bluff,AR,(blank)
JEFFERSONCOUNTYFL.GOV,County,Non-Federal Agency,Jefferson County Board of County Commissioners,Monticello,FL,(blank)
JEFFERSONCOUNTYGA.GOV,County,Non-Federal Agency,Jefferson County Board of Commissioners,Louisville,GA,(blank)
JEFFERSONCOUNTYKS.GOV,County,Non-Federal Agency,"Jefferson County, Kansas",Oskaloosa,KS,IT@jfcountyks.com
JEFFERSONCOUNTYMS.GOV,County,Non-Federal Agency,Jefferson County Board of Supervisors,Fayette,MS,(blank)
JEFFERSONCOUNTYNY.GOV,County,Non-Federal Agency,Jefferson County,Watertown,NY,svincent@co.jefferson.ny.us
JEFFERSONCOUNTYPA.GOV,County,Non-Federal Agency,Jefferson County,Brookville,PA,pdienes@jeffersoncountypa.com
JEFFERSONCOUNTYTN.GOV,County,Non-Federal Agency,"Jefferson County, Tennessee",Dandridge,TN,mbolton@jeffersoncountytn.gov
JEFFERSONCOUNTYWI.GOV,County,Non-Federal Agency,Jefferson County,Jefferson,WI,(blank)
JEFFERSONKYATTORNEY.GOV,County,Non-Federal Agency,Jefferson County Attorney,Louisville,KY,james.meece@louisvilleky.gov
JENKINSCOUNTYGA.GOV,County,Non-Federal Agency,Jenkins County Board of Commissioners,Millen,GA,jakesasser@gmail.com
JENNINGSCOUNTY-IN.GOV,County,Non-Federal Agency,Jennings County Government,Vernon,IN,(blank)
JERSEYCOUNTY-IL.GOV,County,Non-Federal Agency,Jersey County Government,Jerseyville,IL,sescurity@jerseycounty-il.gov
JERSEYCOUNTYCLERK-IL.GOV,County,Non-Federal Agency,Jersey County Clerk,Jerseyville,IL,security@jerseycounty-il.gov
JIMWELLSCOUNTY-TX.GOV,County,Non-Federal Agency,Jim Wells County Sheriff's Department,Alice,TX,(blank)
JODAVIESSCOUNTYIL.GOV,County,Non-Federal Agency,"JO DAVIESS COUNTY, IL LOCAL GOVERNMENT",GALENA,IL,itsupport@jodaviess.org
JOHNSONCOUNTYIOWA.GOV,County,Non-Federal Agency,Johnson County,Iowa City,IA,security@johnsoncountyiowa.gov
JOHNSONCOUNTYSO-NE.GOV,County,Non-Federal Agency,Johnson County Sheriff's Office,Tecumseh,NE,jfisher@cce-ne.com
JOHNSONCOUNTYTN.GOV,County,Non-Federal Agency,Johnson County Government,Mountain City,TN,purchasing@johnsoncountytn.gov
JONESCOUNTYIOWA.GOV,County,Non-Federal Agency,Jones County Iowa,Anamosa,IA,it@jonescountyiowa.gov
JONESCOUNTYIOWAELECTIONS.GOV,County,Non-Federal Agency,Jones County Auditor,Anamosa,IA,it@jonescountyiowa.gov
JONESCOUNTYNC.GOV,County,Non-Federal Agency,Jones County,Trenton,NC,(blank)
JOSEPHINECOUNTY.GOV,County,Non-Federal Agency,Josephine County,Grants Pass,OR,jocoit@co.josephine.or.us
JUABCOUNTY.GOV,County,Non-Federal Agency,Juab County,Nephi,UT,security@juabcounty.gov
JUNEAUCOUNTYWI.GOV,County,Non-Federal Agency,Juneau County,Mauston,WI,ISdept@co.juneau.wi.us
KANECOUNTYIL.GOV,County,Non-Federal Agency,KANE COUNTY ILLINOIS,GENEVA,IL,gov_domain_technical_email@co.kane.il.us
KANKAKEECOUNTYCLERK.GOV,County,Non-Federal Agency,Kankakee County Clerk,Kankakee County Clerk,IL,dhendrickson@k3county.net
KAUAI.GOV,County,Non-Federal Agency,County of Kauai,Lihue,HI,kagena@kauai.gov
KEARNEYCOUNTYNE.GOV,County,Non-Federal Agency,Kearney County,Minden,NE,ryan@pvcneb.com
KEITHCOUNTYNE.GOV,County,Non-Federal Agency,Keith County Nebraska,Ogallala,NE,(blank)
KENDALLCOUNTYIL.GOV,County,Non-Federal Agency,Kendall County,Yorkville,IL,security@co.kendall.il.us
KENNEBEC.GOV,County,Non-Federal Agency,Kennebec County Government Center,Augusta,ME,dparsons@kennebecso.com
KENOSHACOUNTYWI.GOV,County,Non-Federal Agency,Kenosha County,Kenosha,WI,craig.bailey@kenoshacounty.org
KENTCOUNTYDE.GOV,County,Non-Federal Agency,Kent County Levy Court,Dover,DE,HelpDesk@co.kent.de.us
KENTCOUNTYMI.GOV,County,Non-Federal Agency,Kent County,Grand Rapids,MI,(blank)
KERNCOG-CA.GOV,County,Non-Federal Agency,Kern Council of Governments,Bakersfield,CA,(blank)
KERRCOUNTYTX.GOV,County,Non-Federal Agency,Kerr County,Kerrville,TX,abuse@co.kerr.tx.us
KEWAUNEECO.GOV,County,Non-Federal Agency,Kewaunee County,Kewaunee,WI,loining.ross@kewauneeco.org
KEWEENAWCOUNTYMI.GOV,County,Non-Federal Agency,Keweenaw County,Eagle River,MI,(blank)
KIMBALLCOUNTYNE.GOV,County,Non-Federal Agency,Kimball County,Kimball,NE,jenna@kimballcountyne.us
KINGCOUNTY.GOV,County,Non-Federal Agency,King County OIRM,Seattle,WA,(blank)
KINGCOUNTYHAZWASTEWA.GOV,County,Non-Federal Agency,King County,seattle,WA,NOC@kingcounty.gov
KINGGEORGECOUNTYVA.GOV,County,Non-Federal Agency,King George County,King George,VA,(blank)
KINGSBURYNY.GOV,County,Non-Federal Agency,"Town of Kingsbury, New York",Hudson Falls,NY,(blank)
KITSAP.GOV,County,Non-Federal Agency,Kitsap County,Port Orchard,WA,dotgov@kitsap.gov
KITTITASCOUNTY.GOV,County,Non-Federal Agency,Kittitas County,Ellensburg,WA,IT_Operations@co.kittitas.wa.us
KNOXCOUNTYEMA-OH.GOV,County,Non-Federal Agency,Knox County EMA,Mount Vernon,OH,kylewebb@co.knox.oh.us
KNOXCOUNTYIL.GOV,County,Non-Federal Agency,County of Knox,Galesburg,IL,itdept@co.knox.il.us
KNOXCOUNTYMAINE.GOV,County,Non-Federal Agency,County of Knox,Rockland,ME,it@knoxcountymaine.gov
KNOXCOUNTYNE.GOV,County,Non-Federal Agency,Knox County,Center,NE,support@appliedconnective.com
KNOXCOUNTYTEXAS.GOV,County,Non-Federal Agency,Knox County Texas,Benjamin,TX,(blank)
KNOXCOUNTYTN.GOV,County,Non-Federal Agency,Knox County Tennessee Government,Knoxville,TN,cybersecurity@knoxcounty.org
LACOUNTY.GOV,County,Non-Federal Agency,County of Los Angeles / Internal Services Department,Downey,CA,EDL-CGO-SDCEO@isd.lacounty.gov
LAKECLERKFL.GOV,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,Tavares,FL,jmcadams@lakecountyclerk.org
LAKECOUNTYCA.GOV,County,Non-Federal Agency,County of Lake,Lakeport,CA,(blank)
LAKECOUNTYCLERKFL.GOV,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,Tavares,FL,jmcadams@lakecountyclerk.org
LAKECOUNTYFL.GOV,County,Non-Federal Agency,Lake County Board of County Commissioners,Tavares,FL,infosec@lakecountyfl.gov
LAKECOUNTYIL.GOV,County,Non-Federal Agency,Lake County,Waukegan,IL,(blank)
LAKECOUNTYOHIO.GOV,County,Non-Federal Agency,"Lake County, Ohio",Painesville,OH,(blank)
LAKEMT.GOV,County,Non-Federal Agency,Lake County,Polson,MT,dincashola@lakemt.gov
LAKEVOTES.GOV,County,Non-Federal Agency,Lake County Supervisor of Elections,Tavares,FL,hays@lakevotes.gov
LAMARCOUNTYMS.GOV,County,Non-Federal Agency,Lamar County Mississippi,Purvis,MS,(blank)
LANCASTERCOUNTYPA.GOV,County,Non-Federal Agency,"County of Lancaster, Pa",Lancaster,PA,(blank)
LANDERCOUNTYNVELECTIONS.GOV,County,Non-Federal Agency,Lander County Elections,Battle Mountain,NV,(blank)
LANECOUNTYOR.GOV,County,Non-Federal Agency,Lane County,Eugene,OR,lcissecadms@co.lane.or.us
LARAMIECOUNTYWY.GOV,County,Non-Federal Agency,Laramie County Government,Cheyenne,WY,itd@laramiecounty.com
LARIMER.GOV,County,Non-Federal Agency,"Larimer County, Colorado Government",Fort Collins,CO,tiwanski@larimer.org
LARUECOUNTYKY.GOV,County,Non-Federal Agency,LaRue County Courthouse,Hodgenville,KY,security@ltadd.org
LASALLECOUNTYIL.GOV,County,Non-Federal Agency,LaSalle County,ottawa,IL,kkoeppen@lasallecountyil.gov
LATAHCOUNTYID.GOV,County,Non-Federal Agency,Latah County Idaho,Moscow,ID,ITS@latah.id.us
LAUDERDALECOUNTYAL.GOV,County,Non-Federal Agency,Lauderdale County Commission,Florence,AL,(blank)
LAURELCOUNTYCORRECTIONSKY.GOV,County,Non-Federal Agency,Laurel County Corrections,London,KY,(blank)
LAURELCOUNTYSHERIFF.GOV,County,Non-Federal Agency,Laurel County Sheriff's Office,London,KY,c.edwards@laurelcountysheriff.com
LAVOTE.GOV,County,Non-Federal Agency,County of Los Angeles ,Downey,CA,EDL-CGO-SDCEO@isd.lacounty.gov
LAWRENCECOUNTYAL.GOV,County,Non-Federal Agency,Lawrence County Commission,Moulton,AL,(blank)
LAWRENCECOUNTYBOE-OHIO.GOV,County,Non-Federal Agency,Lawrence County Ohio Board of Elections,Ironton,OH,ed@lvcs.net
LAWRENCECOUNTYPA.GOV,County,Non-Federal Agency,Lawrence County Government Center,New Castle,PA,rdibello@co.lawrence.pa.us
LAWRENCECOUNTYSD.GOV,County,Non-Federal Agency,Lawrence County,Deadwood,SD,support@lawrence.sd.us
LAWRENCECOUNTYTN.GOV,County,Non-Federal Agency,Lawrence County Government,Lawrenceburg,TN,(blank)
LCCOUNTYMT.GOV,County,Non-Federal Agency,Lewis and Clark County,Helena,MT,(blank)
LCCWILLCOUNTY.GOV,County,Non-Federal Agency,County of Will,Joliet,IL,support@willcountyillinois.com
LCSOMO.GOV,County,Non-Federal Agency,Lincoln County Sheriffs Office,Troy,MO,lcso@lcsomo.com
LEAVENWORTHCOUNTY.GOV,County,Non-Federal Agency,Leavenworth County Kansas,Leavenworth,KS,administrator@leavenworthcounty.org
LEBANONCOUNTYPA.GOV,County,Non-Federal Agency,Lebanon County,Lebanon,PA,itssecurity@lebcnty.org
LEE-COUNTY-FL.GOV,County,Non-Federal Agency,Lee County Government,Fort Myers,FL,komalley@leegov.com
LEECOUNTYFL.GOV,County,Non-Federal Agency,Lee County Government,Fort Myers,FL,komalley@leegov.com
LEECOUNTYNC.GOV,County,Non-Federal Agency,Lee County Government,Sanford,NC,admin@leecountync.gov
LEELANAU.GOV,County,Non-Federal Agency,Leelanau County,Suttons Bay,MI,lwilson@leelanau.gov
LEHIGHCOUNTYPA.GOV,County,Non-Federal Agency,County of Lehigh,Allentown,PA,InformationSecurity@lehighcounty.org
