Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
KANSASTAG.GOV,State,Non-Federal Agency,The Adjutant General's Department,Topeka,KS,(blank)
KANSASVACCINE.GOV,State,Non-Federal Agency,KDHE,Topeka,KS,kdhe.iis@ks.gov
KDHEKS.GOV,State,Non-Federal Agency,Kansas Department of Health and Environment,Topeka,KS,(blank)
KENTUCKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky,Frankfort,KY,davidj.carter@ky.gov
KIDCENTRALTENNESSEE.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
KIDCENTRALTN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
KS.GOV,State,Non-Federal Agency,"State of Kansas, DISC",Topeka,KS,mark.abraham@ks.gov
KSABCONLINE.GOV,State,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
KSCAREERNAV.GOV,State,Non-Federal Agency,Kansas Department of Commerce,Topeka,KS,mark.abraham@ks.gov
KSCDS.GOV,State,Non-Federal Agency,Kansas Departmet of Transportation,Topeka,KS,kiso@ks.gov
KSCJIS.GOV,State,Non-Federal Agency,Kansas Highway Patrol,Topeka,KS,(blank)
KSDOT.GOV,State,Non-Federal Agency,Kansas Department of Transportation,Topeka,KS,kiso@ks.gov
KSELIEN.GOV,State,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
KSREADY.GOV,State,Non-Federal Agency,Kansas Division of Emergency Management,Topeka,KS,(blank)
KSREVENUE.GOV,State,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
KSVEHICLES.GOV,State,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
KSWEBTAGS.GOV,State,Non-Federal Agency,Kansas Department of Revenue,Topeka,KS,vince.finney@ks.gov
KY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky,Frankfort,KY,davidj.carter@ky.gov
KYCOURTS.GOV,State,Non-Federal Agency,Administrative Office of the Courts,Frankfort,KY,infrastructure_Services_Security@kycourts.net
KYNECT.GOV,State,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,Frankfort,KY,jeremy.rogers@ky.gov
LA.GOV,State,Non-Federal Agency,State of Louisiana - Office of Technology Services,Baton Rouge,LA,(blank)
LAFASTSTART.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,nicolaus.james@la.gov
LAJUDICIAL.GOV,State,Non-Federal Agency,State of Louisiana Judicial Branch,New Orleans,LA,iteam@lasc.org
LARURALEVOLUTION.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
LASMALLBIZONLINE.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
LCSAMI.GOV,State,Non-Federal Agency,Local Community Stabilization Authority,Lansing,MI,(blank)
LEGMT.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,(blank)
LEYESLABORALESDECOLORADO.GOV,State,Non-Federal Agency,Division of Labor Standards and Statistics,Suite 600,CO,(blank)
LGADMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
LICENSEDINIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
LOCALCOMMUNITYSTABILIZATIONAUTHORITYMI.GOV,State,Non-Federal Agency,Local Community Stabilization Authority,Lansing,MI,admin@lcsami.gov
LOOKFORWARDWI.GOV,State,Non-Federal Agency,Wisconsin Department of Financial Institutions,Madison,WI,dfihelpdesk@dfi.wisconsin.gov
LOUISIANA.GOV,State,Non-Federal Agency,State of Louisiana - Office of Telecom Mgt,Baton Rouge,LA,(blank)
LOUISIANAENTERTAINMENT.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LOUISIANAFASTSTART.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LOUISIANALIFESCIENCES.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
LOUISIANAMAP.GOV,State,Non-Federal Agency,Division of Administration,Baton Rouge,LA,(blank)
LOUISIANAMUSIC.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LOUISIANANETZERO.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
LREAB.GOV,State,Non-Federal Agency,Louisiana Real Estate Appraisers Board,Baton Rouge,LA,(blank)
LREC.GOV,State,Non-Federal Agency,Louisiana Real Estate Commission,Baton Rouge,LA,(blank)
MA.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MAHEALTHSURVEYS.GOV,State,Non-Federal Agency,Center for Health Information and Analysis,Boston,MA,DL-SecurityTeam@chiamass.gov
MAHOUSE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MAINE.GOV,State,Non-Federal Agency,State of Maine,Augusta,ME,securityoperations@maine.gov
MAINECARE.GOV,State,Non-Federal Agency,State of Maine Office of Information Technology,Augusta,ME,Chad.Perkins@maine.gov
MAINECAREERCENTER.GOV,State,Non-Federal Agency,Maine Department of Labor,Augusta,ME,(blank)
MAINEDOT.GOV,State,Non-Federal Agency,Maine Department of Transportation,Augusta,ME,(blank)
MAINEFLU.GOV,State,Non-Federal Agency,Maine Center for Disease Control and Prevention,Augusta,ME,(blank)
MAINEFORESTSERVICE.GOV,State,Non-Federal Agency,Maine Forest Service,AUGUSTA,ME,forestinfo@maine.gov
MAINELOSAP.GOV,State,Non-Federal Agency,State of Maine LOSAP Board,Augusta,ME,dns@informe.org
MAINEPUBLICHEALTH.GOV,State,Non-Federal Agency,Maine CDC,Augusta,ME,(blank)
MAINESERVICECOMMISSION.GOV,State,Non-Federal Agency,Maine Commission for Community Service,Augusta,ME,(blank)
MAINEUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,State of Maine Treasurer's Office,Augusta,ME,amber.griffin@maine.gov
MAJURY.GOV,State,Non-Federal Agency,MA Office of Jury Commissioner,Boston,MA,(blank)
MALEGISLATURE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MANHASSETPARKDISTRICTNY.GOV,State,Non-Federal Agency,Manhasset Park District,Manhasset,NY,manhassetparkdistrict@gmail.com
MAPWV.GOV,State,Non-Federal Agency,"WV GIS Technical Center, Department of Geology and Geography, West Virginia University",Morgantown,WV,(blank)
MARYLAND.GOV,State,Non-Federal Agency,Department of Information Technology,Crownsville,MD,Stefanos.Ghebrehawariat@maryland.gov
MARYLANDATTORNEYGENERAL.GOV,State,Non-Federal Agency,Maryland Attorney General,Baltimore,MD,(blank)
MARYLANDHEALTHCONNECTION.GOV,State,Non-Federal Agency,Maryland Health Benefit Exchange,Baltimore,MD,isaac.asante@maryland.gov
MARYLANDTAXES.GOV,State,Non-Federal Agency,Comptroller of Maryland,Annapolis,MD,ITD_PRIMARY_ADMIN@COMP.STATE.MD.US
MASENATE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MASS.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MASSACHUSETTS.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MASSCOMPARECARE.GOV,State,Non-Federal Agency,Center for Health Information and Analysis,Boston,MA,DL-SecurityTeam@chiamass.gov
MASSGAMING.GOV,State,Non-Federal Agency,Massachusetts Gaming Commission,Boston,MA,katrina.jagroop-gomes@massgaming.gov
MCAC-MD.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center,Calverton ,MD,(blank)
MD.GOV,State,Non-Federal Agency,Department of Information Technology,Crownsville,MD,Stefanos.Ghebrehawariat@maryland.gov
MDATC.GOV,State,Non-Federal Agency,Alcohol and Tobacco Commission,Annapoliss,MD,itd_primary_admin@marylandtaxes.govv
MDBRE.GOV,State,Non-Federal Agency,Bureau of Revenue Estimates,Annapolis,MD,itd_primary_admin@marylandtaxes.govv
MDCAC.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center,Woodlawn,MD,(blank)
MDCACDOM.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center.,Woodlawn,MD,(blank)
MDCOURTS.GOV,State,Non-Federal Agency,Maryland Judiciary,Annapolis,MD,(blank)
ME.GOV,State,Non-Federal Agency,State of Maine,Augusta,ME,(blank)
MEASURETN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
MEDCMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MGCBMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MI.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MI365.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MICH.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MICHIGAN.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MICHIGANIDC.GOV,State,Non-Federal Agency,Michigan Indigent Defense Commission,Lansing,MI,(blank)
MIEOG.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MINNESOTA.GOV,State,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",St. Paul,MN,soc@state.mn.us
MISSISSIPPI.GOV,State,Non-Federal Agency,I.T.S State of Mississippi,Jackson,MS,(blank)
MISSOURI.GOV,State,Non-Federal Agency,State of Missouri,Jefferson City,MO,(blank)
MN.GOV,State,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",St. Paul,MN,(blank)
MNCOURTS.GOV,State,Non-Federal Agency,Minnesota Supreme Court,St. Paul,MN,Jared.Felix@courts.state.mn.us
MNDNR.GOV,State,Non-Federal Agency,Minnesota Department of Natural Resources,St. Paul,MN,soc@state.mn.us
MNDOT.GOV,State,Non-Federal Agency,Minnesota Department of Transportation,St. Paul,MN,soc@state.mn.us
MNSENATE.GOV,State,Non-Federal Agency,Minnesota Senate,Saint Paul,MN,security@senate.mn
MNVOTES.GOV,State,Non-Federal Agency,Office of the Minnesota Secretary of State,Saint Paul,MN,SOC@state.mn.us
MO.GOV,State,Non-Federal Agency,State of Missouri,Jefferson City,MO,Cyber.Security@oa.mo.gov
MODOT.GOV,State,Non-Federal Agency,Missouri Department of Transporation,Jefferson City,MO,(blank)
MONTANA.GOV,State,Non-Federal Agency,State of Montana,Helena,MT,doasitsdnosc@mt.gov
MONTANAFRAUD.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,(blank)
MONTANAWORKS.GOV,State,Non-Federal Agency,Department of Labor & Industry - Technology Services Division,Helena,MT,(blank)
MS.GOV,State,Non-Federal Agency,ITS,Jackson,MS,(blank)
MSLMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MSPADMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MT.GOV,State,Non-Federal Agency,State of Montana,Helena,MT,doasitsdnosc@mt.gov
MTCOUNTYRESULTS.GOV,State,Non-Federal Agency,Montana Secretary of State,Helena,MT,(blank)
MTDNRC.GOV,State,Non-Federal Agency,Department of Natural Resources and Conservation,Helena,MT,DNRSecurity@mt.gov
MTELECTIONRESULTS.GOV,State,Non-Federal Agency,mtelectionresults.gov,Helena,MT,(blank)
MTLEG.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,ACurtis@mt.gov
MTLEGNEWS.GOV,State,Non-Federal Agency,Montana Legislative Branch,Helena,MT,legitsecurity@mt.gov
MTREALID.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,dojsecurity@mt.gov
MTREDISTRICTING.GOV,State,Non-Federal Agency,Montana Legislative Branch,Helena,MT,legitsecurity@mt.gov
MTREVENUE.GOV,State,Non-Federal Agency,MT Department of Revenue,Helena,MT,mbrotherton@mt.gov
MTSAFE.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,eric.tarr@mt.gov
MTSOSFILINGS.GOV,State,Non-Federal Agency,Montana Secretary of State,Helena,MT,(blank)
MUSKEGOWI.GOV,State,Non-Federal Agency,City of Muskego,Muskego,WI,it@cityofmuskego.org
MVDMT.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,dojsecurity@mt.gov
MVDNOWAZ.GOV,State,Non-Federal Agency,ADOT,Phoenix,AZ,(blank)
MYALABAMA.GOV,State,Non-Federal Agency,State of Alabama,Montgomery,AL,(blank)
MYALASKA.GOV,State,Non-Federal Agency,State of Alaska,Juneau,AK,(blank)
MYCOLORADO.GOV,State,Non-Federal Agency,Governor's Office of Information Technology (OIT),Denver,CO,isoc@state.co.us
MYFLORIDA.GOV,State,Non-Federal Agency,State of Florida / Department of Management Services,Tallahassee,FL,(blank)
MYFLORIDACENSUS.GOV,State,Non-Federal Agency,Florida House of Representatives,Tallahassee,FL,(blank)
MYFLORIDACFO.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
MYFLORIDAHOUSE.GOV,State,Non-Federal Agency,The Florida House of Representatives,Tallahassee,FL,(blank)
MYFLORIDALICENSE.GOV,State,Non-Federal Agency,Department of Business and Professional Regulation,Tallahasssee,FL,lncidentResponse@myfloridalicense.com
MYFLORIDARX.GOV,State,Non-Federal Agency,Agency for Health Care Administration,Tallahassee,FL,william.armstrong@ahca.myflorida.com
MYFLORIDATREASUREHUNT.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
MYHAWAII.GOV,State,Non-Federal Agency,DAGS/ICSD,Honolulu,HI,(blank)
MYIN.GOV,State,Non-Federal Agency,Intelenet Commission,Indianapolis,IN,ewinblad@iot.in.gov
MYINDIANA.GOV,State,Non-Federal Agency,Intelenet Commission,Indianapolis,IN,ewinblad@iot.in.gov
MYKENTUCKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,Frankfort,KY,(blank)
MYKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,Frankfort,KY,(blank)
MYMAINECONNECTION.GOV,State,Non-Federal Agency,State of Maine - Office for Information Technology,Augusta,ME,(blank)
MYNCDMV.GOV,State,Non-Federal Agency,NC Department of Transportation,Raleigh,NC,(blank)
MYNEVADA.GOV,State,Non-Federal Agency,"State of Nevada, Department of Information Technology",Carson City,NV,(blank)
MYNJHELPS.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,kaja-kai.ojamaa@dhs.nj.gov
MYOHIO.GOV,State,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,domain.manager@das.ohio.gov
MYOREGON.GOV,State,Non-Federal Agency,Office of Governor Kate Brown,Salem,OR,Natalie.King@Oregon.gov
MYSC.GOV,State,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Cloumbia,SC,randy.rambo@admin.sc.gov
MYTENNESSEE.GOV,State,Non-Federal Agency,State of Tennessee,Smyrna,TN,Cyber.Security@tn.gov
MYTN.GOV,State,Non-Federal Agency,State of Tennessee ,Nashville,TN,Cyber.Security@tn.gov
MYVACCINEFL.GOV,State,Non-Federal Agency,Florida Department of Health,Tallahassee,FL,dale.wann@flhealth.gov
MYVOTECT.GOV,State,Non-Federal Agency,CT SOTS,Hartford,CT,mirek.golebiewski@ct.gov
NC.GOV,State,Non-Federal Agency,"ITS, Executive Office of the State of North Carolina",Raleigh,NC,(blank)
NCAGR.GOV,State,Non-Federal Agency,Information Technology Services,Raleigh,NC,(blank)
NCAUDITOR.GOV,State,Non-Federal Agency,North Carolina Office of the State Auditor,Raleigh,NC,security@ncauditor.net
NCBAR.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCBROADBAND.GOV,State,Non-Federal Agency,North Carolina Department of Commerce,Raleigh,NC,(blank)
NCCERTIFIEDPARALEGAL.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCCOB.GOV,State,Non-Federal Agency,North Carolina Office of the Commissioner of Banks,Raleigh,NC,ssnively@nccob.gov
NCCOURTS.GOV,State,Non-Federal Agency,NC Admin. Office of the Courts,Raleigh,NC,(blank)
NCCPABOARD.GOV,State,Non-Federal Agency,NC State Board of CPA Examiners,Raleigh,NC,buckw@nccpaboard.gov
NCDCI.GOV,State,Non-Federal Agency,North Carolina Department of Public Safety,Raleigh,NC,security@ncsbi.gov
NCDCR.GOV,State,Non-Federal Agency,NC Department of Cultural Resources,Raleigh,NC,(blank)
NCDENR.GOV,State,Non-Federal Agency,NC DEPT OF ENVIRONMENT & NATURAL RESOURCES,RALEIGH,NC,DEQ_ITSecurity@ncdenr.gov
NCDHHS.GOV,State,Non-Federal Agency,NC Department of Health and Human Services,Raleigh,NC,(blank)
NCDOI.GOV,State,Non-Federal Agency,North Carolina Department of Insurance,Raleigh,NC,ncdoi.iso@ncdoi.gov
NCDOJ.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,(blank)
NCDOR.GOV,State,Non-Federal Agency,Department of Information Technology,Raleigh,NC,IT_Security@ncdor.gov
NCDOT.GOV,State,Non-Federal Agency,North Carolina Department of Transportation,Raleigh,NC,security@ncdot.gov
NCDPS.GOV,State,Non-Federal Agency,N.C. Department of Public Safety,Raleigh,NC,(blank)
NCDRC.GOV,State,Non-Federal Agency,Administrative Office of the Courts,Raleigh,NC,(blank)
NCEM.GOV,State,Non-Federal Agency,North Carolina Emergency Management,Raleigh,NC,DITPSInformationSecurity@ncdps.gov
NCFORESTPRODUCTS.GOV,State,Non-Federal Agency,North Carolina Forest Service,Raleigh,NC,(blank)
NCFORESTSERVICE.GOV,State,Non-Federal Agency,North Carolina Forest Service,Raleigh,NC,(blank)
NCHAF-DYNAMIC.GOV,State,Non-Federal Agency,North Carolina Housing Finance Agency,Raleigh,NC,mbsizer@nchfa.com
NCHAF-STATIC.GOV,State,Non-Federal Agency,North Carolina Housing Finance Agency,Raleigh,NC,mbsizer@nchfa.com
NCHAF.GOV,State,Non-Federal Agency,North Carolina Housing Finance Agency,Raleigh,NC,mbsizer@nchfa.com
NCHEALTHCONNEX.GOV,State,Non-Federal Agency,"DIT, State of North Carolina",Raleigh,NC,(blank)
NCHOMEOWNERASSISTANCE.GOV,State,Non-Federal Agency,North Carolina Housing Finance Agency,Raleigh,NC,sysadminalerts@nchfa.com
NCISAAC.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,jmatthews@ncsbi.gov
NCJSC.GOV,State,Non-Federal Agency,North Carolina Administrative Office of the Courts,Raleigh,NC,(blank)
NCLAMP.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,jhill@ncbar.gov
NCLAWSPECIALISTS.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCLEA.GOV,State,Non-Federal Agency,NC Judicial Branch,Raleigh,NC,kevin.p.knox@nccourts.org
NCLEG.GOV,State,Non-Federal Agency,North Carolina General Assembly,Raleigh,NC,(blank)
NCMEDICAIDPLAN.GOV,State,Non-Federal Agency,NC Dept of Health and Human Services,Raleigh,NC,pyreddy.reddy@dhhs.nc.gov
NCMEDICAIDPLANS.GOV,State,Non-Federal Agency,NC Dept of Health and Human Services,Raleigh,NC,pyreddy.reddy@dhhs.nc.gov
NCMOVES.GOV,State,Non-Federal Agency,North Carolina Department of Transportation,Raleigh,NC,(blank)
NCONEMAP.GOV,State,Non-Federal Agency,DENR - CGIA,Raleigh,NC,brett.spivey@nc.gov
NCOSFM.GOV,State,Non-Federal Agency,NC Department of Insurance,Raleigh,NC,ncdoi.iso@ncdoi.gov
NCPARKS.GOV,State,Non-Federal Agency,North Carolina Division of Parks and Recreation,Raleigh,NC,(blank)
NCPUBLICSCHOOLS.GOV,State,Non-Federal Agency,North Carolina Department of Public Instruction,Raleigh,NC,(blank)
NCREALID.GOV,State,Non-Federal Agency,North Carolina Department Of Transportation,Raleigh,NC,(blank)
NCREC.GOV,State,Non-Federal Agency,North Carolina Real Estate Commission,Raleigh,NC,jake@ncrec.gov
NCSBADVISORS.GOV,State,Non-Federal Agency,North Carolina Department of Commerce,Raleigh,NC,mking@commerce.nc.gov
NCSBE-APPS.GOV,State,Non-Federal Agency,North Carolina State Board of Elections,Raleigh,NC,torry.crass@ncsbe.gov
NCSBE.GOV,State,Non-Federal Agency,State Board of Elections,Raleigh,NC,torry.crass@ncsbe.gov
NCSBI.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,(blank)
NCSPARTA.GOV,State,Non-Federal Agency,North Carolina Emergency Management,Raleigh,NC,DITPSInformationSecurity@ncdps.gov
NCSTATE.GOV,State,Non-Federal Agency,NC State University,Raleigh,NC,(blank)
NCSWBOARD.GOV,State,Non-Federal Agency,North Carolina Social Work Certification and Licensure Board,Asheboro,NC,security@ncswboard.org
NCUC.GOV,State,Non-Federal Agency,North Carolina Utilities Commission,Raleigh,NC,helpdesk@ncuc.net
NCWORKS.GOV,State,Non-Federal Agency,Division of Workforce Solutions of the Department of Commerce,Raleigh,NC,Michael.terrell@nccommerce.com
ND.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDCENSUS.GOV,State,Non-Federal Agency,State of ND,Bismarck,ND,itsecur@nd.gov
NDCLOUD.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDCOURTS.GOV,State,Non-Federal Agency,North Dakora Judicial Branch,Bismarck,ND,technology2@ndcourts.gov
NDDATACENTER.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDHAN.GOV,State,Non-Federal Agency,"State of ND, Information Technology Department",Bismarck,ND,itsecur@nd.gov
NDHEALTH.GOV,State,Non-Federal Agency,"State of ND, Information Technology Department",Bismarck,ND,itsecur@nd.gov
NDLEGIS.GOV,State,Non-Federal Agency,North Dakota Legislative Council,Bismarck,ND,security@ndlegis.gov
NDLEGISTEST.GOV,State,Non-Federal Agency,ND Legislative Council,BISMARCK,ND,security@ndlegis.gov
NDPLUMBINGBOARD.GOV,State,Non-Federal Agency,North Dakota State Plumbing Board,Bismarck,ND,(blank)
NDRESPONSE.GOV,State,Non-Federal Agency,"State of North Dakota, ITD",Bismarck,ND,itsecur@nd.gov
NDSTUDIES.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NE.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKA.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEBRASKACORN.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEBRASKALEGISLATURE.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKALOSTCASH.GOV,State,Non-Federal Agency,OCIO,Lincoln,NE,(blank)
NEBRASKAMAP.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKARESEARCH.GOV,State,Non-Federal Agency,University of Nebraska,Lincoln,NE,bfitzgerald@nebraska.edu
NEBRASKASPENDING.GOV,State,Non-Federal Agency,OCIO,Lincoln,NE,(blank)
NEBRASKAUNICAMERAL.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NETWORKMARYLAND.GOV,State,Non-Federal Agency,Maryland Dept. of Information Technology,Annapolis,MD,(blank)
NETWORKNEBRASKA.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEVADA.GOV,State,Non-Federal Agency,"State of Nevada, Department of Information Technology",Carson City,NV,dmchugh@admin.nv.gov
NEVADATREASURER.GOV,State,Non-Federal Agency,Nevada State Treasurer,Carson City,NV,rdanderson@nevadatreasurer.gov
NEVADAUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,Nevada Enterprise IT,Carson City,NV,rdanderson@nevadatreasurer.gov
NEWENGLAND511.GOV,State,Non-Federal Agency,State of Vermont,Montpelier,VT,(blank)
NEWHAMPSHIRE.GOV,State,Non-Federal Agency,State of New Hampshire,Concord,NH,Daniel.J.Dister@doit.nh.gov
NEWJERSEY.GOV,State,Non-Federal Agency,State of New Jersey,Trenton,NJ,Oit.vipadmin@tech.nj.gov
NEWJERSEYBUSINESS.GOV,State,Non-Federal Agency,Office of Information Technology,Trenton,NJ,isu@tech.nj.gov
NEWJERSEYHOMEKEEPER.GOV,State,Non-Federal Agency,New Jersey Housing and Mortgage Finance,Trenton,NJ,(blank)
NEWMEXICO.GOV,State,Non-Federal Agency,Dept. of Information Technology,Santa Fe,NM,lorenzo.ornelas@state.nm.us
NEWYORKHEALTH.GOV,State,Non-Federal Agency,New York State Department of Health,Albany,NY,(blank)
NGLA.GOV,State,Non-Federal Agency,Louisiana Military Department,Alexandria,LA,(blank)
NH.GOV,State,Non-Federal Agency,State of New Hampshire,Concord,NH,Daniel.J.Dister@doit.nh.gov
NJ.GOV,State,Non-Federal Agency,State of New Jersey,Trenton,NJ,Oit.vipadmin@tech.nj.gov
NJCARES.GOV,State,Non-Federal Agency,"Department of Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCCC.GOV,State,Non-Federal Agency,NJ Casino Control Commission,Atlantic City,NJ,john.tursi@ccc.state.nj.us
NJCHILDSUPPORT.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
NJCIVILRIGHTS.GOV,State,Non-Federal Agency,"State of NJ, Dept. of Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCONSUMERAFFAIRS.GOV,State,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCOURTS.GOV,State,Non-Federal Agency,NJ Judiciary,Trenton,NJ,(blank)
NJDOC.GOV,State,Non-Federal Agency,New Jersey Department of Corrections,Trenton,NJ,(blank)
NJEDA.GOV,State,Non-Federal Agency,New Jersey Economic Development Authority,Trenton,NJ,pmcmillan@njeda.com
NJGUNSTAT.GOV,State,Non-Federal Agency,"NJ Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJHELPS.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
NJHMFA.GOV,State,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency (NJHMFA),Trenton,NJ,(blank)
NJHOMEKEEPER.GOV,State,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,Trenton,NJ,(blank)
NJHOMELANDSECURITY.GOV,State,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,Hamilton,NJ,(blank)
NJHOUSING.GOV,State,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,Trenton,NJ,(blank)
NJHOUSINGRESOURCECENTER.GOV,State,Non-Federal Agency,NJHMFA,Trenton,NJ,(blank)
NJHRC.GOV,State,Non-Federal Agency,NJHMFA,Trenton,NJ,(blank)
NJHUMANTRAFFICKING.GOV,State,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,matthew.kraemer@njoag.gov
